LOCATION_ID,SESSION_ID,STREET_NAME,STREET_NUMBER,COMPLEMENT,POSTAL_CODE,CITY,STATE,COUNTRY
2bd03fd6-5165-4dfa-9154-ecaa57e3f75b,66dad70f-f5a8-46a4-94b8-5b3158c5b1db,Travessa Rafaela Ana Cigi dos Santos Abby,309,Casa 2,73120998,Guarulhos,Sao Paulo,Brasil
664a02eb-5aef-47e6-8852-367efe5aff83,3c283ef9-44a7-4c14-810e-4eeb352717f7,Avenida Rose Cloi de Vasconcelos,332,Casa 5,50945585,Sao Paulo,Sao Paulo,Brasil
4492c7db-ef7b-4ae5-9ba0-d9c452b81450,d3b3cd17-4f2b-4187-a0b3-00a3b09c34a5,Travessa Walter de Mendonça,44,Casa 3,67034917,Osasco,Sao Paulo,Brasil
d71d0e76-b25c-4233-872f-1ef362d2a5b8,f4aededb-0e53-463e-ac2d-c15eb601f0ef,Travessa Ney de Miranda Torres,702,Casa 8,41640725,Osasco,Sao Paulo,Brasil
bc3c7f39-e943-4502-aa9a-46812c1bd4d6,1aa17ee9-c7c6-4199-adbf-c2920ac10328,Travessa Áureo Max de Simões,607,Apartamento 2,51177146,Osasco,Sao Paulo,Brasil
2d2cb99d-8fcd-4892-86ea-bec2fdaa6488,caf77187-88ba-4263-a42e-f20d8b9d83b4,Avenida Roseli Yute de Viana,231,Apartamento 3,98050532,Osasco,Sao Paulo,Brasil
0116193f-a14c-4433-aeb8-6810f200e59a,3f66ad78-2032-4345-909e-62d13ae6f653,Rua Melanie Arilda Drewi Fian,979,Apartamento 4,50635829,Sao Paulo,Sao Paulo,Brasil
fc79babe-53f9-46c8-8816-89fb9bd18a38,b3f16463-ab08-4f10-91b3-c8367623df3a,Rua Augusto Samuel de Medeiros da Silva Júnior,481,Casa 5,47953032,Osasco,Sao Paulo,Brasil
9d186d45-cc6d-4c72-a033-a3484358b732,2ffa3036-9688-4927-aa76-121c929ec6c9,Avenida Francielle de Padilha Grioão da Silva,821,Casa 1,91393744,Osasco,Sao Paulo,Brasil
edb1fda4-b3e4-4997-b0b8-ad9352ce8af1,7bc80fe7-8d44-4645-92b8-37b34ad7bfa5,Travessa Luke de Cardozo Preto,236,Apartamento 9,23572697,Sao Paulo,Sao Paulo,Brasil
1c53d9de-69f0-457a-bf2b-7d6045bc379e,52eddd51-2689-48ec-bc8c-1fb805506df3,Avenida Laerte Wiean,161,Apartamento 5,41181755,Osasco,Sao Paulo,Brasil
065b3723-9e3e-4c7f-aeb5-99e4f55ee497,90069174-6c14-45db-8c13-9ddfd03b6f0a,Rua Mônica Narosa,801,Apartamento 9,40738438,Sao Paulo,Sao Paulo,Brasil
df90deb6-055b-497b-bb5f-3ead64f87360,c01f0325-548d-4fdb-9061-cee2c557414e,Rua Francielle Tainara Iodo,469,Apartamento 5,97080728,Guarulhos,Sao Paulo,Brasil
4791aef5-7acc-42ee-9aa7-cced6b5bdca4,3a30c275-24d7-4ded-865a-50232ad7cecc,Avenida Suzana de Malta Rozeyamo,477,Apartamento 8,27406087,Sao Paulo,Sao Paulo,Brasil
158861fb-cdb8-4029-924b-a9abe22d8355,846ab548-4665-4964-9e8e-87a437de5cb8,Rua Dionísio de Santo Antônio da Nóbrega do Amazonas,35,Apartamento 9,52996808,Osasco,Sao Paulo,Brasil
e33c2339-1b68-42ee-a38c-5985e8794d8d,e37ad590-ade8-48cf-a43d-a5de9f196bf6,Travessa Kevin Nicolau Dias Gutierrez,985,Casa 5,96267572,Sao Paulo,Sao Paulo,Brasil
63e2e595-1f68-4cb0-a2c5-a839e6ebde82,2f46ae2a-3ecf-44e2-a7e3-03ab18cbfead,Travessa Thaíssa Wanuwo,520,Casa 10,26454892,Osasco,Sao Paulo,Brasil
f72e7c2a-bb1c-4f76-8d90-5500c1587a96,af7131f3-92d9-4b65-9f9d-c1f96a70bff5,Travessa José Pablo da Luz de Freitas,77,Apartamento 8,99474941,Guarulhos,Sao Paulo,Brasil
f871c79b-4a81-48aa-bd5d-cc6e3e018edd,9a077879-c6af-415e-b4eb-6dcbdf883ecc,Travessa Augusto Doalplelcuer do Piauí,946,Apartamento 7,22644039,Osasco,Sao Paulo,Brasil
55c13a14-fce8-445b-b80f-9d9956043b26,fb14c969-6a64-4a12-b89f-0c6fe7460b1c,Travessa Bianca Hena,856,Casa 10,84010459,Guarulhos,Sao Paulo,Brasil
f3e4c441-9570-406e-b8b2-f99e2a2cad5a,c3e79c08-600f-4238-aff6-4bc39c2a3752,Avenida Sâmia Laila Eoan,608,Apartamento 10,16955027,Osasco,Sao Paulo,Brasil
ea611d40-cb16-418d-ac13-93bc7210f40f,624f718c-82b4-4cdd-8a39-8fcea86a3e9e,Rua Rafael Ediz Ascaman,834,Apartamento 10,22364999,Sao Paulo,Sao Paulo,Brasil
c4cafed2-0473-4b81-9859-5d5b4faa99d2,d08d86cf-5823-404e-b88a-fa0350cea83c,Rua Heloísa Karin dos Santos de Alvarenga,120,Casa 5,86338515,Sao Paulo,Sao Paulo,Brasil
ffca55e7-ee3a-45cd-a404-13653a30a4f3,1ffedd69-434b-4c5e-b261-10827f7e3aa5,Rua Augusto Espada,946,Casa 10,85317856,Guarulhos,Sao Paulo,Brasil
54c9ea5c-3465-4b62-b2fd-a6a434ef03ed,fd17fd11-ab14-45f8-bc40-f1150aa18370,Travessa Olívia Kátia de Gusmão Duque da Silva,841,Casa 6,88534550,Osasco,Sao Paulo,Brasil
928df521-cf89-4aa8-97fd-55b95af4d54c,e0c014ff-fe39-4ef1-86fe-94d9d80bed91,Travessa Suely Rosângela Lopes dos Santos,253,Apartamento 10,60298713,Sao Paulo,Sao Paulo,Brasil
9f42a7e3-c2a4-4c2f-a27d-dea1947547e4,0bb62008-26ad-4745-95cf-f714692d2280,Avenida Luciana de Alves Branco,677,Casa 10,27189157,Guarulhos,Sao Paulo,Brasil
16e08c98-dfcd-4d00-a375-adfa6225f22c,1e779aa7-55c2-494b-8620-d338b3c82b3e,Rua Arnaldo Inaer,537,Apartamento 4,43671571,Sao Paulo,Sao Paulo,Brasil
97551878-1df0-4ef5-9d30-9969593175f2,79367ed5-5e0e-420d-9b0e-5fd6581965f7,Rua Rosilda de Cabral,960,Apartamento 3,81021736,Guarulhos,Sao Paulo,Brasil
e6f6ab4c-9927-45f3-862f-eb4c97d8caa6,e11ec2fb-cb70-405f-979a-35c81f8daf96,Rua Olga Rommeov Cilyson,278,Apartamento 8,44579498,Guarulhos,Sao Paulo,Brasil
1def4f89-cfcf-4c05-ac8e-9837474522b4,5a364923-2410-4218-b4bf-934d4f5140df,Rua Susan Eloman,574,Apartamento 8,40620294,Osasco,Sao Paulo,Brasil
235c84aa-4de3-4579-8d17-0a92b39ad201,0458e2b1-9450-498b-ba6e-9ed5e1fd2886,Travessa Décio Dionísio Gomes,604,Apartamento 8,35068796,Osasco,Sao Paulo,Brasil
49b62a70-fb7b-4d60-84cd-ff11817130c0,eff1ff2a-d378-41cd-b90b-d2e6d2884be9,Rua Albina Vaumson,601,Casa 4,14845991,Osasco,Sao Paulo,Brasil
4e0a2e0e-b051-4b40-8eb5-0712ea1c3d2f,188fe0d7-dab2-4916-95e5-3f229cc26410,Rua Marco Estevão da Silva Riboman Frias,52,Apartamento 7,19154120,Guarulhos,Sao Paulo,Brasil
893555d9-af34-4cac-a1c0-d647852f9505,8f4cb5b4-adc2-4d94-ab3d-2c9213f9caab,Rua Ângelo Edle Souto,102,Casa 1,12865239,Sao Paulo,Sao Paulo,Brasil
ac3d94d6-c1fd-4d0e-92a4-dacb0a011e15,689db774-a409-4cf1-bba2-4b0049c688ff,Avenida Flávia Thaís Ofurre,601,Apartamento 1,96185631,Sao Paulo,Sao Paulo,Brasil
139b5ce0-f855-4ac6-ae0e-ff72e1d47b9a,8b2d6d08-c45e-41b5-9da6-c43499d3e826,Rua Otto Moreno Gutierrez da Paraíba,832,Casa 3,96058694,Sao Paulo,Sao Paulo,Brasil
ce5e49b0-4cfd-4cfb-90c4-ca5a7549cd19,03b135dd-bc24-4db7-964e-d2470e05bd58,Rua Suzanne Ana Forro,493,Apartamento 10,79585589,Sao Paulo,Sao Paulo,Brasil
ed6e9500-cee2-4833-97ac-d9567b6c0ef0,adc5da9a-af15-40e8-8196-ffc3ae3a19ae,Avenida Ângelo Omuson,54,Casa 9,15553195,Guarulhos,Sao Paulo,Brasil
18a5feab-1d84-4e72-9538-95cc626025d7,b0bbe28f-49c5-4956-b93f-8be3e9152930,Avenida Rosa Vitória Ribeiro,423,Apartamento 1,89014612,Guarulhos,Sao Paulo,Brasil
28812736-c7a0-4aea-9882-c54046cd2596,afd9c74d-b12a-479c-9bc9-959d4de68d6c,Avenida Eleriane Madalena do Vale da Silva,54,Apartamento 10,67236683,Sao Paulo,Sao Paulo,Brasil
0de78a39-2bf1-4dad-b6d4-265b08c1940f,71cfa7a5-e3a4-422b-b17c-b80ef8e1e5da,Travessa Roberta Dazzonia de Pascoal,711,Casa 6,31655948,Osasco,Sao Paulo,Brasil
6d790d3e-6b2b-413d-ad81-22e2b4dcb971,2fdef853-4cf3-4aa8-b086-3efa5618db74,Rua Adônis Ederson de Oliveira,801,Apartamento 7,27063424,Guarulhos,Sao Paulo,Brasil
996f2a59-4a2b-4f97-851b-b0ce83758289,3ffbbd33-b984-4b5e-bbd8-ceda2a8112aa,Travessa Laerte Otaviano Vaz de Godoy Vumia,890,Casa 10,96229076,Guarulhos,Sao Paulo,Brasil
98f3fad1-c2b7-4313-9f1f-a537c94579f7,46189b2e-5d38-4915-9947-1acffdb8c575,Avenida Humberto Leandro de Oliveira,407,Casa 8,75822477,Guarulhos,Sao Paulo,Brasil
fac8a0e2-6065-41bb-bc42-44f3e55d21e6,626a880f-cafa-4120-8d4f-de64af496445,Travessa Gilmara Tentavoz,870,Apartamento 4,23489561,Sao Paulo,Sao Paulo,Brasil
d23122b2-6e19-44ae-85f7-c245480f991a,b8e618c5-50ed-421d-982a-58e64de8da7e,Avenida Leni Nair Valcke Kuha,6,Casa 10,80022904,Sao Paulo,Sao Paulo,Brasil
e4d503ec-166a-4d26-a947-cbb64b3ab669,4334960b-7b4d-4406-a4cd-371e56993a82,Avenida Priscila Ana Kuko de Brandão Dutra,608,Casa 8,27871792,Osasco,Sao Paulo,Brasil
5c8c6779-5717-4e74-a46f-abfbe08fc741,6c0f9d45-7e7d-4168-bd01-ac47ea2ddb48,Rua Rogério Itamar Ejessen da Encarnação,479,Apartamento 8,75446387,Osasco,Sao Paulo,Brasil
4d1f2424-6a7f-4ebe-a720-fae6f7e181b9,9a787966-964c-443d-8e5d-eb8650a5b9b3,Travessa Arnaldo Robert da Silva Portugal,629,Apartamento 1,73550679,Sao Paulo,Sao Paulo,Brasil
019c63ca-2ec3-4df0-9e8c-343963f7ef0c,03326f1a-9384-4621-823c-d3df09292902,Rua Sílvio Mercado de Padilha,166,Apartamento 3,27026119,Sao Paulo,Sao Paulo,Brasil
364b78ac-dfee-4aeb-8f22-de9e16221797,abbded03-c3f0-46d2-8d88-358b11acfe64,Rua Ângelo Osbezsamman,733,Apartamento 3,66662937,Sao Paulo,Sao Paulo,Brasil
1c1b55a5-1397-4a5a-a17a-d3aba5b9c8c3,83c6db24-4412-4e2f-ac7a-836c664028b0,Rua Pablo Matheus Guerra Banhos,339,Casa 5,12308175,Sao Paulo,Sao Paulo,Brasil
390f35b3-5f74-4520-a885-6e8ac20ef196,ee8d5088-16c2-41aa-a788-137188e70f30,Travessa Roberval Inen,175,Apartamento 3,56325939,Osasco,Sao Paulo,Brasil
a2fa01f9-e996-497a-948d-6818f781f144,7a0508a5-adcf-4242-8b6c-307200770487,Travessa Tainá Sabrina Fenym,5,Apartamento 9,86061425,Guarulhos,Sao Paulo,Brasil
6e51a2f7-9e4b-41ac-90d6-05677f4f302c,19572571-613a-4045-9909-8f9c933d0219,Travessa Lívia Evelyn de Machado,719,Casa 3,88324422,Osasco,Sao Paulo,Brasil
59c380d9-eeeb-45bb-8685-4c6c349c9520,501927c6-b72d-4693-943c-9cabd7c7bfb4,Avenida Décio de Lins,911,Apartamento 2,14603230,Sao Paulo,Sao Paulo,Brasil
2581ce0b-6255-4eff-b437-84cf43461bd9,b9ae1f89-1bc2-4531-9190-7737c34cdd6e,Rua Joelma Ísis de Álvares,555,Apartamento 8,47130728,Guarulhos,Sao Paulo,Brasil
a2c18a4d-8b52-43dc-b693-1300ce1ae455,ab6d5db6-8ca0-4ace-aa96-29a8f567fb4c,Travessa Karin Werner,273,Apartamento 10,77833152,Sao Paulo,Sao Paulo,Brasil
79de3b96-977d-4690-99e3-36e3377a5558,5c93d8bd-4eea-49b9-9dac-df2a356611cb,Avenida Eric Ricardo de Gusmão Izclamvic,744,Apartamento 7,20053222,Sao Paulo,Sao Paulo,Brasil
b6b5aad4-43f9-4526-bd28-bf32bf281d1f,5d337d8c-3ed7-4239-9d86-1f6408462aa1,Rua Dante Anderson dos Santos Icim Júnior,674,Apartamento 7,32934836,Sao Paulo,Sao Paulo,Brasil
87fc8752-cc00-4bca-ba2c-2f23f23df3b0,810e6a33-beff-4561-bf41-31034d988ac3,Avenida Otávio Ramon de Angola Fleildi Neto,842,Casa 8,85602290,Guarulhos,Sao Paulo,Brasil
4aa08bc7-9739-4d52-a995-1d331247486b,eb95a1ba-d6a2-4616-bfbf-f924a0efd5dd,Rua Rebeca Genir Prates Ornpumtaju,257,Casa 8,27180031,Osasco,Sao Paulo,Brasil
8dc3ba2c-24d1-4e9b-8b7f-a83ef9432acc,61a29f42-c23f-498e-8ea4-5500a83b2c46,Avenida Isaías Denis Preto da Luz,480,Casa 2,48970096,Osasco,Sao Paulo,Brasil
922918de-86ae-46ca-b8a9-3002f2c84c61,c628f85d-ee12-4605-8f80-b5829f223f5e,Rua Cristiane Priscila de Machado da Serra,314,Casa 10,98566652,Osasco,Sao Paulo,Brasil
df16321c-197e-420a-ba77-64134a6fe7f6,104f4192-784d-4c8c-a9c5-419a34d81c21,Rua Luís Pedro de Osório Coutinho,107,Casa 7,18836954,Sao Paulo,Sao Paulo,Brasil
554fe542-ee40-4dd5-8851-bcb8e4edb65b,f7646377-cd57-441b-97d9-643212edd3c0,Avenida Cibele Valeska Sozezrornan,941,Casa 2,77244692,Guarulhos,Sao Paulo,Brasil
4f75ccc3-b4b9-4b25-8071-f96b296a569d,a3dae8c7-59e0-4e4e-8e8e-585ed94f3aaf,Avenida Cristina Teles,42,Casa 5,36579623,Osasco,Sao Paulo,Brasil
ec39f8e3-53c0-48e2-b011-afcb7d00540a,c5be527e-a587-480a-8be8-cf18a723499e,Rua Elias Demilson Otoi,714,Casa 8,18708246,Osasco,Sao Paulo,Brasil
dba52335-5f3b-47bb-868f-157fe352817c,009bbdf3-7e6e-4847-8b51-10efa5fb355a,Travessa Maísa Graycin Pego,783,Casa 5,22079073,Osasco,Sao Paulo,Brasil
efe69710-c47c-4654-9805-ce96f9332448,429e1ef0-726c-416d-a399-0013989ce6a2,Rua Ismael Rodrigues,715,Apartamento 9,83806332,Sao Paulo,Sao Paulo,Brasil
9f0002b0-eb5e-42e3-989a-0d1fcb470f79,e2a580fe-782d-4d74-9760-bb0290248c73,Avenida Laércio Fontes de Noronha,858,Casa 1,64704824,Osasco,Sao Paulo,Brasil
51bdb3d1-6661-49d2-a8be-e324e33c8e74,801733b8-388a-4db6-acf3-17330091536d,Rua Kevin Pedro Fragoso,546,Apartamento 1,19758274,Guarulhos,Sao Paulo,Brasil
773ea6f5-9892-490b-9d3a-64e76590cc73,70f5706e-16cd-42fc-9dd0-2867ab64d7d5,Travessa Ronaldo da Rocha,415,Apartamento 5,22596698,Osasco,Sao Paulo,Brasil
ee2712e1-6adc-45b5-a1d8-6c9ddc14f64b,02d72ff3-d9db-43e8-9820-2a5bb656f93a,Avenida Lidiane Nicole Maciel,416,Apartamento 4,93445852,Osasco,Sao Paulo,Brasil
eb9f5456-3e9f-4bef-b994-a6d5c0bf26ff,2af42531-2fb6-4b21-8cf0-392db6c565e8,Avenida Fabíola de Lima,822,Casa 8,74934286,Guarulhos,Sao Paulo,Brasil
2e8eda35-34a5-4401-822e-1811a71e3c9e,02031ead-3da1-401a-8013-1e3a6abd8805,Travessa Alisson Cléber de Angola,434,Casa 2,23743695,Guarulhos,Sao Paulo,Brasil
474b0526-1756-447e-8a17-5c7dd423762d,c533cd5c-d946-4689-9069-4f0d35687498,Travessa Edilene de Gusmões Uies,976,Apartamento 3,39445387,Sao Paulo,Sao Paulo,Brasil
6f057070-6e97-4ef8-b665-8787f8c77485,a7954d82-c505-4113-a976-bd2dec78392a,Rua Amélia Uezros Wugileflyl do Nascimento,301,Casa 10,13162215,Guarulhos,Sao Paulo,Brasil
21a16777-34ed-48f7-a5fa-0b1306cf53e7,5c6e9ba8-2822-4a53-bc24-98c0d951ccd0,Rua Sabrina de Aguiar,131,Casa 10,74016016,Osasco,Sao Paulo,Brasil
02d0344f-cacb-4fe7-9539-68523c8d3006,bdfce6a7-57d0-4089-bb73-3adb901216ab,Rua Luzia Luciana Paim de Barbosa,744,Casa 7,90824594,Osasco,Sao Paulo,Brasil
d3e1b070-65d9-4efb-9a41-dd3e3c6f49a0,abb069aa-46dc-488c-a6c5-736b46675b99,Avenida Poliana de Pereira Fezo Pido,638,Apartamento 7,30537393,Osasco,Sao Paulo,Brasil
37503dec-ecaa-42b9-899d-5d4dc09bdf9e,00bf94f8-97cc-4108-b068-e12241c44886,Travessa Mayara de Nogueira Nowazeze Alie,353,Apartamento 8,50770793,Guarulhos,Sao Paulo,Brasil
3afc72ea-76fb-41ea-a26c-f9a74612d031,0b400e12-f658-4802-921e-84ee78ab1c5d,Avenida Alberto Xerxes Gomes de Paranhos,368,Apartamento 7,77869966,Sao Paulo,Sao Paulo,Brasil
01d5bc53-b6fd-47e3-8c2e-007e7792fc20,2797df19-54e8-48da-a516-2dec04bea325,Avenida Damião Lino da Silva Tornvahi,666,Casa 9,62106899,Osasco,Sao Paulo,Brasil
d063a877-03c9-4ec8-99ea-40a316b66ed8,752347f8-5412-4d9f-af57-77ee654cc0af,Travessa Junior Fabiano Aião de Fonseca,216,Apartamento 8,38209427,Guarulhos,Sao Paulo,Brasil
858561d2-f83d-45a9-804f-e17dfb46fab4,ff56084b-2dc2-4942-bbb2-eb1911fe51c5,Rua Elisete de Souza,738,Casa 6,30641734,Guarulhos,Sao Paulo,Brasil
898aa367-b7a8-4a0f-8690-57594f23f40b,34cd768a-3d39-441b-81b8-dd694c0d28db,Avenida Robson Marciano de Souza Hawotsuba Júnior,370,Apartamento 1,55337967,Guarulhos,Sao Paulo,Brasil
3663ba95-3bc6-4ad0-8168-0ac607106ccb,dcfe3026-57ba-4cc7-b3b9-1ad6907330b1,Avenida Charlene Rosana de Cardoso Frias,771,Casa 9,58038475,Sao Paulo,Sao Paulo,Brasil
ecfafd8e-c73c-4f83-93d6-f3023f75bd9c,800ebb5c-266f-430f-b138-0be7991905e4,Avenida Olívia de Sales Zunota Esarn,726,Apartamento 3,92417801,Guarulhos,Sao Paulo,Brasil
c13ccada-ae87-46db-9f81-9f65a1d1b931,c2dddf87-bf0d-4308-a649-78352cd058bb,Travessa Xavier de Pacheco,977,Casa 8,59183207,Osasco,Sao Paulo,Brasil
b9a46110-5ec5-4c03-b0a5-bcafc40d1c04,9c9b2cc1-1856-4e18-9785-280f04087e9b,Travessa Bóris Torres,131,Apartamento 5,39333577,Osasco,Sao Paulo,Brasil
7c5d8944-620d-4114-96d6-c32ca6f2cbf4,303fc068-3c3c-483a-b165-19b17e5ab5ef,Avenida Bento Rosbiov de Garcia,713,Apartamento 7,29867579,Guarulhos,Sao Paulo,Brasil
5b2d09a4-64bb-45fc-b3b7-4ead043e76f9,db0e97f7-6d13-4674-8e91-139b544feaa7,Avenida Armando Fernando Obefauman,934,Apartamento 5,41945149,Sao Paulo,Sao Paulo,Brasil
33169e52-d351-48ef-bed4-97d6e2d40437,d861b499-9d17-47e9-9f62-8fde70f644eb,Rua Oliver Xavier de Souza,324,Apartamento 5,27069759,Guarulhos,Sao Paulo,Brasil
b55057d8-93d7-4d20-918e-72c4c8fd3354,5c5f29c5-15e9-46c7-a208-58cda4511c25,Travessa Caio Anakin Yoji,796,Apartamento 4,98972867,Osasco,Sao Paulo,Brasil
c0537331-081b-44a7-90cb-740d21636e2b,bfa20998-0f6b-4239-bf61-810236e31552,Avenida Arlete Albina Soneiã de Pereira Leizman,146,Casa 1,65484028,Sao Paulo,Sao Paulo,Brasil
417fa091-357f-4760-927a-461dc0fcd22a,71786616-dcf4-441a-a637-16a19a37138c,Travessa Jacinto Ricardo Eutiscoman Kibu,644,Casa 6,40359699,Sao Paulo,Sao Paulo,Brasil
152c61f3-9d1d-4ca8-93da-60acd6ed9806,f6135ada-c47e-4879-91a6-2d8355d06e0f,Avenida Eugênio Xavier da Silva,61,Casa 5,63706183,Sao Paulo,Sao Paulo,Brasil
181861ed-f636-4987-867c-6304bfd36dff,41f1a8d9-2cc5-4bd4-a9ac-2de0a28c5017,Avenida Heloísa Tede,223,Apartamento 3,95040209,Sao Paulo,Sao Paulo,Brasil
099fb31d-409d-49e8-82af-69859122f5ad,8a25b1a9-af94-4a5b-a36a-76600c76a3aa,Rua Janaína de Duarte Vuleo Guerra,815,Apartamento 9,36080741,Osasco,Sao Paulo,Brasil
8b9092d6-2cf8-43e0-b7f7-2407340cc349,01436d0f-7c38-445b-91aa-a5a3be70d930,Rua Tina Ana de Teixeira da Silva,192,Casa 2,41561762,Guarulhos,Sao Paulo,Brasil
dab6ffd4-2fa3-4dc2-9f2d-7ddb46383b13,6452bb41-652a-48e3-8196-5248049373bf,Avenida Solange da Silva,288,Casa 10,43004276,Guarulhos,Sao Paulo,Brasil
52121d79-4fd5-47b3-8717-07c3988b6188,e36f10f8-43b0-487a-9596-89829f8a9084,Travessa Breno André Pudoyu de Melo,395,Apartamento 6,50135730,Sao Paulo,Sao Paulo,Brasil
4894c54d-e11e-4c31-aa73-995835781f05,44eb9f27-537f-4465-a570-8397421ea7df,Travessa Lúcia Damares Chipoka Nunes,331,Apartamento 9,63112515,Guarulhos,Sao Paulo,Brasil
ac6c79c4-2cf2-4653-ad1c-755be3213e7d,9d6b0e2c-2cea-40b9-8298-3cfbf920aa0b,Avenida Adrielle de Lima Elevic,628,Casa 9,32856772,Sao Paulo,Sao Paulo,Brasil
c0fad00b-5cdc-409e-852b-0b7ba494b5d0,9be640a7-6f95-40ef-bbe1-14c1cfa818f3,Rua César de Souza Vaz,551,Casa 2,57699435,Guarulhos,Sao Paulo,Brasil
a6b4d127-ded2-4e70-b5d8-79e20ef13e2e,617f6d5d-66b1-417c-bef1-dd827d2c85a2,Avenida Larissa de Sales,131,Apartamento 1,76037120,Osasco,Sao Paulo,Brasil
532739a0-3cb0-45b9-929a-d63b8514c767,38684365-fc72-4014-84e1-97325e9cb7dd,Rua Jandira Joelma da Silva Himewosu,104,Apartamento 9,23637394,Guarulhos,Sao Paulo,Brasil
f3d03dda-ce8e-4e2b-a9c8-c312220fdee7,8114b21a-041f-4bb3-a238-f7879d936d4c,Avenida Walderice Suely de Medeiros Rogihegi Beajise,837,Casa 10,28371611,Guarulhos,Sao Paulo,Brasil
7cb8b217-c82c-43cb-85eb-1738e29616cc,ab815cb8-f88f-4a9c-9b16-8a8e0a0a3c5c,Travessa Mayara Simone de Paranhos,68,Apartamento 6,69185853,Sao Paulo,Sao Paulo,Brasil
61e95376-d1d0-4cd9-88ba-11bff00710c5,058eb435-856b-48fb-bdbc-bbd272baefa1,Avenida Viviane Igreja,683,Casa 6,76752391,Sao Paulo,Sao Paulo,Brasil
952540d5-bf58-48b8-b7dc-2aff01dec538,7fddcead-67a2-41da-b715-61f18b1be137,Rua Otávia Pundião,941,Casa 7,28720260,Guarulhos,Sao Paulo,Brasil
1241d858-3805-4742-a272-a9e5717e4af2,80b0cafd-7d4d-4c4f-9641-aa1c1b3498f4,Avenida Amarildo Victor de Pacheco Ogyan,956,Casa 4,18879908,Guarulhos,Sao Paulo,Brasil
94e30264-9cae-400a-a017-f6a923fdc5e2,f722d8c0-cd4c-4adc-bb88-f59f48a7667f,Avenida Wilma Tolua Mepo,206,Apartamento 7,19969648,Guarulhos,Sao Paulo,Brasil
df9b6509-6986-4a5d-a719-455969ac9ad1,4fcc41a4-ee8a-4842-914c-02625954e93e,Rua Anna de Barbosa Heme,414,Casa 7,83961385,Sao Paulo,Sao Paulo,Brasil
c0875f00-0b0a-4647-982b-f5337583fc43,0524b2b7-1700-416e-a6a9-43394ba0f221,Rua Violeta Rodrigues,284,Casa 4,72017107,Guarulhos,Sao Paulo,Brasil
