PAYMENT_ID,CART_ID,PAYMENT_TYPE,CARD_NUMBER,EXPIRATION_DATE,CVV,APPROVED_PAYMENT
1dd2139f-a0fd-4a18-b538-596de7bdd894,475c970e-041e-46b5-a0c4-c8e7066f2974,CREDIT_CARD,1382526787423591,9/2025,773,0
a40e930f-65ea-4682-a9cb-288b345de8c8,f94f2589-3c5c-4bd7-9823-f7ec97daa1b4,CREDIT_CARD,1382526787423591,9/2025,773,0
1d9599ba-7723-46fc-a95a-1a2fb8b42527,3d6cdaee-b50d-4947-81fb-79c301c97dde,DEBIT_CARD,1382526787423591,9/2025,773,1
f2b7f613-8ec7-443b-8a42-80630c441d74,5ef33d0e-5ead-4302-8cae-c76cf4945001,CREDIT_CARD,1382526787423591,9/2025,773,1
cba6ff6b-1f91-441b-a97b-67311b8ffe9c,59800cf1-811d-43b0-b250-16e89275cf24,CREDIT_CARD,1382526787423591,9/2025,773,1
721a4c31-1b22-4898-9aeb-ff97ca0ca81a,6718ccc2-f147-42de-8439-bda044ba0b92,CREDIT_CARD,1382526787423591,9/2025,773,1
f9392414-1c4c-41bf-aacc-489fb3a67eb6,697c0d55-c029-493b-b131-16d0901e4e2b,VOUCHER,1382526787423591,9/2025,773,0
78a5159e-3be1-43eb-9511-d3d288c7498c,531e9e20-3411-49a6-b90b-00bb58623e5a,DEBIT_CARD,1382526787423591,9/2025,773,1
db54efea-2c39-4df7-9166-f7dc4cb39213,415b4645-44c1-4644-ae6e-c61136935fa4,CREDIT_CARD,1382526787423591,9/2025,773,0
167474d1-d61a-4fac-a0a4-6ce263b688ee,c6317065-8dcc-4af5-b37d-d649683eccd2,VOUCHER,1382526787423591,9/2025,773,0
a129abab-9a2c-41d0-9811-fc7070323985,461ab85e-1d52-4882-921c-93dae8614261,DEBIT_CARD,1382526787423591,9/2025,773,0
ffd2bb73-d2e7-44df-afaa-686ef4ce0529,a5305de7-44e6-4ac2-85a3-f6ea3457b517,VOUCHER,1382526787423591,9/2025,773,1
cdac4062-7a59-4377-8d96-f922abf643c5,c471a647-bf05-477b-bddb-97d9ec7d62e8,CREDIT_CARD,1382526787423591,9/2025,773,1
94154f11-68d0-4dfd-8173-10e8c39e5022,dd78adbf-063d-4358-aba9-9fed4938b3a8,VOUCHER,2204971845617426,6/2025,110,0
4025075e-a986-4288-8e51-224597c3758a,7c6eca8e-7220-4fc0-a034-ef9493b761de,DEBIT_CARD,2204971845617426,6/2025,110,0
809e7ecf-b661-4828-bd10-2db6d68673f5,1e008732-2204-4c5d-82e5-22e1e0652f14,VOUCHER,2204971845617426,6/2025,110,0
b5a66676-c22d-4dd4-8d25-e280017570c8,8c166fce-41f8-4164-b9d6-feb1a92aeb7a,VOUCHER,2204971845617426,6/2025,110,0
2ade93d5-4e25-4184-8e6f-ba4324a131ff,47798b23-e82e-4a27-9893-0e4cf1cc1b9e,VOUCHER,2204971845617426,6/2025,110,0
2486fa91-b93f-4d32-995e-7e0e9e5027b4,986dea0e-14a7-4759-9d5e-102230fe4be9,CREDIT_CARD,2204971845617426,6/2025,110,0
659a7c1a-2c16-453e-86f1-2e0e86c63047,66e9f607-65c7-468d-a9ed-748800910f8d,CREDIT_CARD,2204971845617426,6/2025,110,0
30660035-4ba9-4849-b6e6-20cce5cb9367,795127a8-28e5-459c-af0f-589d3c41ea9c,DEBIT_CARD,2204971845617426,6/2025,110,1
4c35d9b9-0729-413b-85b4-f70579ff2ad3,3efd8650-dfc8-48f7-abd3-ab3aab962b87,CREDIT_CARD,2204971845617426,6/2025,110,1
5623f0e8-8658-4b4c-8be3-947e74dd8e02,c9dca283-e5a5-4aeb-8e9d-bbbaa20ce59b,DEBIT_CARD,2204971845617426,6/2025,110,0
dfaa38ad-ecb1-4110-8a61-e4ea002bc5e0,2885b028-1850-4d7f-9c48-95903911fded,VOUCHER,1301815076145502,3/2025,743,1
cc31d968-b972-4953-9fe0-4941604b2f73,3e60ac37-8859-46bb-a3b4-4a453988aec8,VOUCHER,1301815076145502,3/2025,743,0
72df91e8-b9e7-405a-b92f-a36da84c2d13,8e7ad316-b766-45c8-b035-26cb6029082d,CREDIT_CARD,1301815076145502,3/2025,743,0
0634fbe0-9857-4b2c-b12e-b382e94c92ab,9d8ab38a-6531-4f94-a686-65f1927c5b2f,VOUCHER,1301815076145502,3/2025,743,0
999b8d78-c2ee-403f-8a2b-89a8d9507e70,037cb3c3-865f-4031-9322-68ee936f7ade,VOUCHER,1301815076145502,3/2025,743,1
62d0308c-2602-475e-b845-62b31970d240,9729e085-d627-4c2b-8286-7f47135c33a4,VOUCHER,1301815076145502,3/2025,743,0
a49bc37d-372c-4583-a905-91f758d9a976,a333459b-3978-4cad-ab77-3ad4ec8c1468,DEBIT_CARD,1301815076145502,3/2025,743,1
257ab9db-23a0-481a-bd16-aa609648418b,a8c80195-6e47-4e1d-8173-a7246ff49f5c,DEBIT_CARD,1301815076145502,3/2025,743,1
efabacdb-6eb6-4399-991c-3d81aa02a61c,3a723924-21d7-4303-9017-2fa6d7581169,DEBIT_CARD,1301815076145502,3/2025,743,0
98defce7-fa71-4285-95c4-b2c3b45dacf3,51f2e651-1ad1-4f6f-bbb6-89bc71f2143c,VOUCHER,5132415699108672,10/2025,741,0
66948190-c67b-4a79-96e7-a6338d53d216,05a687e1-1b5b-4aac-b43d-8a6ac58d7910,VOUCHER,5132415699108672,10/2025,741,0
56c7dfa9-93e6-4cd1-a7e5-df1545f367d7,12482c76-aa09-4c13-a684-24fb51fc7ac4,CREDIT_CARD,5132415699108672,10/2025,741,1
69f76fb5-bfec-4c77-ac05-f48cda645eaa,79cb61b6-d013-4e68-9370-5983945f8461,DEBIT_CARD,5132415699108672,10/2025,741,1
f6f16d41-6798-4f72-885c-739543bd5437,03c35bf4-1bf4-4e16-a2af-4aea071f18a8,CREDIT_CARD,5132415699108672,10/2025,741,0
ff802864-5734-47c9-83cd-20b24398bf57,67a58686-2337-4cfc-8b0c-7e084aa8e399,VOUCHER,5132415699108672,10/2025,741,1
7c27e46f-9ae6-46ca-9e81-db411972dc12,0d910e9d-cee1-4be9-9c68-8c6e68a4194b,DEBIT_CARD,5132415699108672,10/2025,741,0
ff32ad2f-97ae-4a48-9f49-707a49da2ca8,cc93e95b-8b96-4167-9c23-b24b47d127ea,VOUCHER,5132415699108672,10/2025,741,1
11f7bc3d-4c7d-47b2-a700-fc51ada53961,aa3157e4-7398-49d0-872f-8ef3315abd07,DEBIT_CARD,5132415699108672,10/2025,741,0
0e338126-1523-452d-9974-d1c93c349455,31c423f9-2d74-4899-b016-2bcdbe782934,VOUCHER,6452213821670079,8/2025,705,0
3febdaf0-bdf1-4216-a9f7-dc5514584cf6,886f9f5c-6a24-402c-b780-d766fa26aab2,CREDIT_CARD,6452213821670079,8/2025,705,1
ec297532-ddc3-43a7-9561-cafe6c8f0471,8505fb21-bfdc-46af-a276-afaaa7feba93,VOUCHER,6452213821670079,8/2025,705,0
c21505d2-db69-4f1c-ada0-28f9d9fb6ecc,824eefa8-3f46-4681-beb0-8e0c68a59e4d,VOUCHER,6452213821670079,8/2025,705,1
3a6525fb-209e-462a-88c5-0c3b35496edc,48f36999-ff8e-4a32-b8e9-94612f547503,CREDIT_CARD,6452213821670079,8/2025,705,1
fca03107-a6b3-49f2-8191-93a4be909790,dd234ec5-03fa-4da0-862d-e40ac016bc89,CREDIT_CARD,6452213821670079,8/2025,705,0
3ffc64eb-a1c4-485f-90b1-b20ddbc82676,246888d1-0913-48e3-8e29-d32f173f7b16,CREDIT_CARD,6452213821670079,8/2025,705,1
b57aed03-5021-4e14-a01d-7745cd1312cb,da620ce1-6732-47c6-ad40-b9742581393b,DEBIT_CARD,6452213821670079,8/2025,705,1
f8b19aaf-3133-49d9-acfd-93f7d5aaaa94,7011b2ed-51cf-4a8b-88b9-9666b31c222d,CREDIT_CARD,6452213821670079,8/2025,705,1
3ede10f4-84d2-4f2e-82bd-5f7594e2df1e,d9cd5084-0bba-47a6-b109-85276ffe165e,DEBIT_CARD,6452213821670079,8/2025,705,1
436c52ee-ae27-4feb-9f5b-3e7c1bd255d7,ed99de00-4db2-41c6-8a98-0ad9f54283f0,CREDIT_CARD,1407569774119589,10/2025,284,1
4fee3d1c-32ba-41f0-993d-e36f2c882f08,c75e7e9d-d033-4358-807d-9ed9203e3430,CREDIT_CARD,1407569774119589,10/2025,284,0
f197694a-0055-428f-8490-9ea995225a1f,47085d74-e1a9-456c-8931-5ca4d710df10,VOUCHER,1407569774119589,10/2025,284,1
f69d270b-2844-44d7-8169-309932fd0e56,befd7a3a-af4f-4f8b-ba37-e51fc81ed4a9,VOUCHER,1407569774119589,10/2025,284,0
dc536ee2-9379-45f3-ac33-406c3abd03aa,b2dbc552-bd38-43d7-8675-934f95d38edb,VOUCHER,1407569774119589,10/2025,284,0
10e1927e-1810-4635-bcbd-21b1c706508a,d74a0448-d849-44be-8502-add962700e8f,CREDIT_CARD,1407569774119589,10/2025,284,0
62c92cb2-baa7-4aca-8c77-8c5db9a5fe5c,ee62712c-c7ef-40f1-bd81-b3a620cd7ed4,DEBIT_CARD,1407569774119589,10/2025,284,0
bee9e083-7797-410c-8e5b-e7ca34790c50,dfff6891-cf52-462d-a693-a9cdd3fa1fb8,VOUCHER,1407569774119589,10/2025,284,1
5fe7aed5-5ea6-4941-870e-1dbea9270999,5cb377d3-9b0c-4959-8e1a-958960e8866f,CREDIT_CARD,1407569774119589,10/2025,284,0
769f52e3-42b5-4be4-a305-b29786ad4161,ff52cac2-72f6-4654-b7dc-5623f76e8f90,CREDIT_CARD,6935672780555792,11/2025,432,0
22c764a1-7628-4f64-9a90-e812d3e12e57,b2334f63-3db3-4b62-ab0e-2648bf026dfb,CREDIT_CARD,6935672780555792,11/2025,432,0
21c02e58-f409-41c8-b390-40d86c4f7078,dd42210e-fd61-46b7-b369-5c1f9f62c180,VOUCHER,6935672780555792,11/2025,432,0
f2f90dcc-8d8f-43c5-93b8-3762bfc81b6f,96c6f21d-cc58-4595-aa13-1b673ba4f71c,DEBIT_CARD,6935672780555792,11/2025,432,0
87e23a63-38ef-44b9-b840-79acd15abee8,f500f03c-7f92-40f1-97ac-382e45083ad8,VOUCHER,6935672780555792,11/2025,432,0
da56ffdd-0219-4ed6-ad15-41c0f0b812ac,32326781-6139-46fd-8c9d-4fd9b7601a71,DEBIT_CARD,6935672780555792,11/2025,432,1
82a94eb1-8093-4a8b-8245-b427147c1526,95b56968-14ce-426c-b104-5e45349f055e,CREDIT_CARD,6935672780555792,11/2025,432,0
f0b3c90d-d97e-43c0-8623-3ae5fb563215,15680e6b-170d-4c07-9c80-bc9c26f9f578,VOUCHER,6935672780555792,11/2025,432,1
a8a1e274-6300-4a0a-b931-0376396fdeb0,7fba120f-ec32-413c-8762-307700c6cc6d,DEBIT_CARD,6935672780555792,11/2025,432,1
2165b763-08b2-44d0-bf58-b7293bc1c70f,0aaa691a-8cf2-4207-bcef-b2e197e2aaae,DEBIT_CARD,6935672780555792,11/2025,432,1
24838b60-fdf8-4a15-a5d3-0f4c7a3e4af2,89a3029f-42fd-4517-b9a6-dfce772daa32,VOUCHER,6935672780555792,11/2025,432,1
05185d10-b3fc-4b30-9e2e-0b8ada76cff5,f147cfff-4af3-434b-a5a8-fa6eeb2fbf64,DEBIT_CARD,6935672780555792,11/2025,432,0
c93d1dd7-2d45-455b-a324-68e7b59cacf6,d1efd71f-6824-4c1b-84bf-fec7e34e7983,VOUCHER,4462585777675801,7/2025,994,0
7c8eefa2-908d-458e-8fbb-5adb18968854,7310f5dc-2653-44d5-bfcb-6ca46d98350c,CREDIT_CARD,4462585777675801,7/2025,994,1
c34641c2-1ebc-47f1-9997-042a2e761f41,6989aad8-4229-47b0-8b78-1f45b03acc8d,DEBIT_CARD,4462585777675801,7/2025,994,1
3375938e-f6a3-4f63-8eb7-054cead32815,53ea1330-0eb4-447e-b2ae-139e1881956b,CREDIT_CARD,4462585777675801,7/2025,994,0
63733891-7668-48f6-88d6-95ad7e8b2859,03644a9f-6411-48c2-8f5b-39b3ed0f16f4,CREDIT_CARD,4462585777675801,7/2025,994,1
2df24a96-c566-4ecf-a52e-3f57827ddcad,4457b7ab-3f0b-4c23-89f2-01c9e304a7c6,VOUCHER,4462585777675801,7/2025,994,1
bf7bde9d-8d32-47dc-94f2-a583ea389f83,4753e681-26a2-4916-b4f6-32c94cedd712,CREDIT_CARD,4462585777675801,7/2025,994,1
d4d28526-cf4e-4e55-af9e-0787d684fc94,162aa7f7-6393-4c76-8748-e6a328d32e68,CREDIT_CARD,4686575031931275,1/2025,131,1
e0c1b290-01b2-409f-bb01-f9b06f474cce,dc24e7a8-764a-4bf5-9e6f-5973febf14a5,CREDIT_CARD,4686575031931275,1/2025,131,1
949d4c18-2865-45f5-abca-f026794f832c,61bd49f0-8777-4d69-a2de-5549a11ef81e,VOUCHER,4686575031931275,1/2025,131,1
5812c49d-d239-4218-a31b-efb0c57764d3,b4bef270-61e7-4198-8c00-99cbd9b36986,CREDIT_CARD,4686575031931275,1/2025,131,0
7ab9f9b8-93b3-4d54-b920-c3745cc74335,d51f36f5-deae-466d-a5a8-147e4c962560,CREDIT_CARD,4686575031931275,1/2025,131,0
0057c4f9-8374-4470-adfd-41825276edc7,d9533fba-9fd0-4668-a2e8-77d1ef6a931f,DEBIT_CARD,4686575031931275,1/2025,131,1
81ff7c02-6ee1-45d2-8741-6def1ed90d2c,91e1b567-4a7c-45d5-955d-57ccd89a7e90,VOUCHER,4686575031931275,1/2025,131,0
d8483632-f3f2-4a3d-8487-1785b75cd4c3,ccab939a-d3ca-49fc-b952-3b06ef33022d,CREDIT_CARD,4686575031931275,1/2025,131,1
aef4f7a6-dbc0-487a-9e74-85c783c67ec2,22a8e0c2-2c26-4d3c-b516-ad07932dad0f,DEBIT_CARD,4686575031931275,1/2025,131,1
e1629f18-a5b2-4b6c-9ab3-58b0454bef44,d13c3117-bfec-4069-9693-949b00915ec0,VOUCHER,4686575031931275,1/2025,131,1
45c0c1e2-f297-455f-bf6f-c991f25a7b46,deea0ee1-f048-4228-b74f-c3161f01b9fd,VOUCHER,4686575031931275,1/2025,131,0
9107b8ff-d69e-4723-baef-dc66b24a0888,916ccd54-e7d7-4cad-ad62-e4b596399a71,VOUCHER,2454305750330617,5/2025,997,1
b66cf51c-1b81-4d8c-8298-ceafcd7dce85,98c32b11-0f1e-4a04-a0be-b8a0bfe4ecd6,VOUCHER,2454305750330617,5/2025,997,0
002e4036-f7f3-4785-b653-6147a73633cd,5b259582-1895-431d-9f33-0ff7681336a1,DEBIT_CARD,2454305750330617,5/2025,997,0
45c34be8-ee40-42d4-bec4-15ab8c22db53,f4c416f1-30ef-463e-a682-05be450683e1,VOUCHER,2454305750330617,5/2025,997,0
a64c33f5-c656-408d-9bb0-8d3bff1e84b0,e79b0970-4667-4983-a4e1-5f4e108b124b,VOUCHER,2454305750330617,5/2025,997,0
41faee62-efbf-425c-9579-bcef14c42378,a97e1efb-2c3a-490f-976a-5bb7e7999802,CREDIT_CARD,2454305750330617,5/2025,997,0
ab056ac6-2cd5-4376-a643-9133c870e05b,3e22e34f-3b02-43a0-b578-95cf1c826bc3,DEBIT_CARD,2454305750330617,5/2025,997,1
c1e9c2d4-7711-4b72-8cfb-421793d0cd0d,cc04765f-f26c-4917-a1f2-7a389eaf79b1,CREDIT_CARD,2454305750330617,5/2025,997,1
5b485eab-ca0d-4d6c-be77-2123fdb78a4e,5dd3f803-1f8e-4ce6-97cf-41720cc16a5c,CREDIT_CARD,2454305750330617,5/2025,997,0
3e5e72a4-35e3-48de-b422-a014763b7b7a,b8cf6a71-0815-4150-adf8-97c2a477b595,DEBIT_CARD,2454305750330617,5/2025,997,1
8a279c6b-17b9-4073-bea2-5f622e76b86a,2429e7b5-2900-457f-b206-6c1fc3fb9377,CREDIT_CARD,2454305750330617,5/2025,997,1
ae11559e-688e-483f-afc1-23cc09adc7d2,54260df4-2e90-4935-9600-af739ff20f19,VOUCHER,2454305750330617,5/2025,997,0
13e22395-56f0-4d5a-90fe-ede9106d05a8,edf8fcbc-a55d-4c09-964f-cf33f74bb7cb,VOUCHER,2454305750330617,5/2025,997,0
99df2dc1-a8d8-49ca-8ba2-f74ed250b489,d7371fc1-c74c-44a5-8449-dec2b887cc53,DEBIT_CARD,1911635494021845,12/2025,922,1
c667f7f7-52e1-4bf3-bce5-fb711efb9474,8eab605d-052e-4c6b-adf8-8c731d53079a,CREDIT_CARD,1911635494021845,12/2025,922,1
eba042d3-5927-46f2-99da-5c67588c9d84,57d4b4f9-85ae-45ae-9e45-88a169c5a2eb,VOUCHER,1911635494021845,12/2025,922,0
e50a6b97-7105-44b1-87b5-09c597ae1e8f,5a580297-a587-46f9-b24a-3632ba08d2cc,VOUCHER,1911635494021845,12/2025,922,1
c5741b4b-a52f-4c1e-b244-3b515fccf163,1d9005f8-1911-4d29-931f-eee34d0ea18d,DEBIT_CARD,1911635494021845,12/2025,922,1
12e3c2cd-567f-439d-bb41-34b343170d7b,589ec7e2-a150-4e72-b4f4-60605481fd95,DEBIT_CARD,1911635494021845,12/2025,922,1
9d68a6bf-354a-4397-ac7d-e3692cf013f3,f0221498-10b0-4933-baa4-dae7d2317d40,CREDIT_CARD,1911635494021845,12/2025,922,0
59bdf8cd-e826-4aee-9a6b-6e0b2ae6865c,d19bb1fc-e6f6-4be6-9317-c70603b06f95,DEBIT_CARD,1911635494021845,12/2025,922,0
525ebf97-daa2-4265-9a8f-d87ed285974e,f1c820c6-4b8f-4664-8f2a-feb0287a5b19,CREDIT_CARD,4540236747227320,5/2025,583,1
4fc4c273-15a7-4299-9e7d-b2e9f6d8066d,a4e8a60d-a644-41eb-9f46-43645f252189,CREDIT_CARD,4540236747227320,5/2025,583,1
644adf10-f367-42d4-a73f-e03da75b8cc3,238ecf68-95ae-49f7-af01-97cc182595ee,CREDIT_CARD,4540236747227320,5/2025,583,0
ac10dbe2-37b8-41ee-9ea1-12f5377d97b8,c9582d6d-fde0-4207-bcb8-30a6a2585ced,CREDIT_CARD,4540236747227320,5/2025,583,1
318ab3be-def3-4d49-8513-8ce93f451ea4,20e098a1-bd03-4e82-b8f3-489368ab076d,DEBIT_CARD,4540236747227320,5/2025,583,0
9675e8db-a07e-485b-ba7f-3ee9ab58dcb4,bcb0a85e-5eb0-4bfd-87d0-e52cf6ed37d2,CREDIT_CARD,4540236747227320,5/2025,583,0
19cf38d1-c35e-4f26-9e1b-c2041ed1ae90,cfd138a0-17ea-4b7b-838c-4e9ace1b9c30,VOUCHER,4540236747227320,5/2025,583,0
6f0e48d5-2a60-4bc6-8aef-bf8d38e684e9,d3b24402-e3c4-4b44-8dcb-a1dceb4059e8,DEBIT_CARD,4540236747227320,5/2025,583,1
a0d674dc-5bfa-41f4-86af-d757349c9ae3,93ce7bc5-65aa-484c-888d-67baa77582c4,VOUCHER,4540236747227320,5/2025,583,1
abaeb0aa-65fe-4695-a00e-a548dfd7d6e2,af5a3894-ff85-4191-be27-99f56d9f2ae8,DEBIT_CARD,4540236747227320,5/2025,583,0
27873945-8a22-40f4-a326-1c0051d57441,51e91e9b-309f-4d73-8bfe-ee0fd1b3623b,CREDIT_CARD,4540236747227320,5/2025,583,0
56f3d775-8c5f-496e-ad22-13a13e2f29a9,3d73d615-7f00-463f-8b46-bb37cd188991,DEBIT_CARD,4540236747227320,5/2025,583,1
0b45a447-84bf-4ac4-8d0c-6206f6766903,2baab5d9-c7e8-4124-bb6e-b31227c50c4a,DEBIT_CARD,4540236747227320,5/2025,583,1
de29a5f3-cbaf-43f6-b136-714dfea52c0e,cd13454d-c2a3-4016-a4a9-c3424a3d99d8,VOUCHER,8932054749219862,3/2025,611,1
a6ee8cf5-00ed-46c5-a765-9acdede00ee7,2a2ebaa6-4293-4905-9cef-12dd369510f9,CREDIT_CARD,8932054749219862,3/2025,611,0
5f9bd3a2-8424-43bc-bd38-e2774a40fbc8,42420eb7-d778-4c32-a574-bf022b107f27,DEBIT_CARD,8932054749219862,3/2025,611,0
ce641fa2-8c3c-457c-8eeb-a9b61ec4364b,f0b0fd7a-362f-433d-80ee-7602422b4fe5,VOUCHER,8932054749219862,3/2025,611,0
d52e152b-6cf6-47c1-b377-6ef05aaede4f,b61a6606-6382-4bdd-8c32-daa75aef4e8d,DEBIT_CARD,8932054749219862,3/2025,611,1
279d1317-bbb5-4315-995a-646474689904,53bc8490-a5a0-4870-9195-af99d9b5a980,CREDIT_CARD,8932054749219862,3/2025,611,0
70d46e2b-140f-424e-8163-315608851411,032cbdd8-ac1c-4309-8e91-6fe8a875262f,CREDIT_CARD,8932054749219862,3/2025,611,0
eda23811-1d95-443a-9b98-db1ae59ff2bc,06e1df06-b08d-45b4-8c2a-1b9aab7be0e0,DEBIT_CARD,8932054749219862,3/2025,611,0
5149b191-9eee-4583-b5f6-1ca47332f26d,914cdc2c-b8bc-43cf-9204-a00a3ff7b3a2,DEBIT_CARD,8932054749219862,3/2025,611,1
a39cbbaa-c565-403f-8253-907ce7fab7b0,cfce5d1f-f268-4164-8a12-051f0b3ee0ad,CREDIT_CARD,8932054749219862,3/2025,611,0
fdbdea78-130e-4e35-9b62-f2f4d7f007ab,4e67224a-451f-4daf-8cd1-78f0cd1e7d75,DEBIT_CARD,8932054749219862,3/2025,611,1
52c4b76f-1dcf-44dc-8318-97a42ddd60d1,7f9e7961-773c-4191-8b78-0b96b85c439d,DEBIT_CARD,8932054749219862,3/2025,611,0
50fc53eb-ae62-4f9b-8533-1dd9a5ef8347,16080594-bec8-4d2b-b5d0-9639fd577934,CREDIT_CARD,8932054749219862,3/2025,611,1
0be72cc6-0805-4249-a247-039f962fcc07,c1583be0-cdd5-4d19-b713-17f6c63c8162,DEBIT_CARD,8932054749219862,3/2025,611,0
de6e5de6-6cf1-487d-a6ae-a764ce1ad2ed,b909e8ed-d218-4ae2-899c-92c4d1b8df48,DEBIT_CARD,8932054749219862,3/2025,611,0
f73202d7-922e-455b-bacb-f4412c896ecb,dbd51a53-f178-40dd-9614-fb2d5b5013ff,DEBIT_CARD,8932054749219862,3/2025,611,1
38bc8377-eaa6-479d-902a-742ed6fb0e72,0e19f3f5-bb32-4c8b-83a3-3aafbd82908d,DEBIT_CARD,8932054749219862,3/2025,611,1
1ffc1ad4-74b3-4847-8518-d311f95ab3a4,b638de0c-feb4-420b-993a-b5e41f66b8c2,DEBIT_CARD,8932054749219862,3/2025,611,1
fec39860-c99b-4b35-b821-507746bf47bc,29fefd8a-639b-4404-9f9a-ac212f310e93,VOUCHER,1491471673805510,2/2025,989,0
df89c017-9f3b-44ec-9f8b-fe37f273f720,3d6e6a43-b4e5-41f4-8122-16a43b212a6a,VOUCHER,1491471673805510,2/2025,989,1
fbe7eff6-5e69-4831-a305-d716f884e040,4db57a59-788c-4d0b-9278-9a69bed849bd,DEBIT_CARD,1491471673805510,2/2025,989,1
363b6a57-3fb9-4d72-9a66-c3cc66c2f161,2eca65c4-18ed-41f6-9383-23472ffe69db,DEBIT_CARD,1491471673805510,2/2025,989,0
be2d2c35-10fe-42a2-8b05-6a082394e6e8,c2690753-1a8f-455d-9655-1f5154dfa4f3,DEBIT_CARD,1491471673805510,2/2025,989,1
e73fdd0b-1de9-4156-b1dc-20958f2296e8,06e96476-8d42-4de2-947b-804a07ba9fc3,CREDIT_CARD,1491471673805510,2/2025,989,1
cbbcf0e8-7acd-4952-b455-a7cdffd96e26,92f26baa-e25d-4625-a578-dfd5aae59eff,VOUCHER,1491471673805510,2/2025,989,0
6b942302-d848-4452-bbee-97f97606d8d9,87924fb0-544d-4da8-8b87-1ebd397d4649,DEBIT_CARD,1491471673805510,2/2025,989,0
609698fe-09e3-48b1-83ae-a641d9f15e45,7fe3873a-3873-4e1b-8ac1-764224340b6d,VOUCHER,1491471673805510,2/2025,989,0
b4c7c27d-50b2-42b7-b7b1-f515fada2570,3f50af7d-18f0-4e49-94e3-dcb9a9b4262f,CREDIT_CARD,1491471673805510,2/2025,989,0
6f8761b5-edf9-4b1c-b1ae-8c79342b8c8c,1771e16e-eed5-47a3-8c45-c0089fdaae83,DEBIT_CARD,1491471673805510,2/2025,989,0
6a9c136c-5dcd-4090-8152-246eb798f859,fcbe063e-067e-460d-b5bf-ee73a6f52b6e,DEBIT_CARD,1491471673805510,2/2025,989,0
d8febf3a-d1f7-43ee-bd95-225b0b304bcc,456b2b1b-aab6-4818-8412-d30736baf261,DEBIT_CARD,1491471673805510,2/2025,989,0
